id,Data Zamówienia,Data Odebrania zamówienia,Numer zamówienia,Id restauracji
4572,2017-11-13T16:27:49Z,2017-11-13T16:31:51Z,572,1
4573,2018-04-10T00:48:04Z,2018-04-10T00:50:25Z,573,1
4574,2018-02-18T03:19:42Z,2018-02-18T03:23:09Z,574,2
4575,2018-08-26T10:32:46Z,2018-08-26T10:34:49Z,575,1
4576,2018-10-08T21:50:43Z,2018-10-08T21:55:36Z,576,1
4577,2018-10-01T08:25:57Z,2018-10-01T08:27:23Z,577,1
4578,2018-10-24T16:20:47Z,2018-10-24T16:21:43Z,578,2
4579,2018-08-01T01:15:29Z,2018-08-01T01:20:45Z,579,1
4580,2018-06-02T17:33:57Z,2018-06-02T17:37:38Z,580,1
4581,2018-01-08T06:05:43Z,2018-01-08T06:08:24Z,581,1
4582,2017-11-26T22:18:27Z,2017-11-26T22:26:00Z,582,2
4583,2018-10-01T04:47:42Z,2018-10-01T04:54:28Z,583,1
4584,2018-09-18T15:34:24Z,2018-09-18T15:41:02Z,584,2
4585,2017-11-16T08:59:06Z,2017-11-16T09:06:01Z,585,1
4586,2018-08-25T18:05:36Z,2018-08-25T18:05:41Z,586,1
4587,2017-12-25T10:35:13Z,2017-12-25T10:37:21Z,587,1
4588,2018-05-14T21:56:55Z,2018-05-14T21:59:28Z,588,1
4589,2018-07-29T19:30:50Z,2018-07-29T19:38:45Z,589,1
4590,2018-01-14T03:14:43Z,2018-01-14T03:19:48Z,590,2
4591,2017-12-02T04:39:52Z,2017-12-02T04:41:40Z,591,1
4592,2018-04-18T09:16:24Z,2018-04-18T09:20:29Z,592,1
4593,2018-09-15T02:15:28Z,2018-09-15T02:16:06Z,593,1
4594,2018-10-25T00:39:30Z,2018-10-25T00:44:28Z,594,2
4595,2018-02-10T01:53:42Z,2018-02-10T01:56:54Z,595,1
4596,2017-12-18T20:56:38Z,2017-12-18T21:01:16Z,596,1
4597,2018-02-17T08:56:04Z,2018-02-17T08:59:51Z,597,1
4598,2017-11-25T17:22:30Z,2017-11-25T17:24:34Z,598,1
4599,2018-07-19T21:08:20Z,2018-07-19T21:11:22Z,599,1
4600,2018-01-27T00:50:17Z,2018-01-27T00:58:01Z,600,2
4601,2018-08-08T05:20:14Z,2018-08-08T05:21:15Z,601,1
4602,2017-12-15T00:56:20Z,2017-12-15T01:03:34Z,602,2
4603,2018-10-08T17:13:10Z,2018-10-08T17:18:39Z,603,1
4604,2018-01-18T17:08:34Z,2018-01-18T17:11:22Z,604,2
4605,2018-09-17T04:29:48Z,2018-09-17T04:32:09Z,605,1
4606,2018-01-11T05:06:02Z,2018-01-11T05:07:22Z,606,1
4607,2017-11-14T04:25:55Z,2017-11-14T04:29:25Z,607,1
4608,2018-05-19T05:41:39Z,2018-05-19T05:47:33Z,608,2
4609,2018-03-22T05:43:30Z,2018-03-22T05:47:48Z,609,1
4610,2018-03-22T03:58:37Z,2018-03-22T04:03:08Z,610,1
4611,2018-02-12T07:13:46Z,2018-02-12T07:16:16Z,611,1
4612,2018-01-30T03:43:16Z,2018-01-30T03:47:56Z,612,2
4613,2017-11-16T10:03:49Z,2017-11-16T10:06:43Z,613,1
4614,2018-09-21T12:18:52Z,2018-09-21T12:23:14Z,614,1
4615,2018-05-23T11:04:40Z,2018-05-23T11:10:49Z,615,1
4616,2018-04-13T09:53:02Z,2018-04-13T09:56:25Z,616,1
4617,2017-12-06T14:57:57Z,2017-12-06T15:00:20Z,617,1
4618,2018-05-09T13:36:17Z,2018-05-09T13:42:39Z,618,1
4619,2017-11-19T15:21:45Z,2017-11-19T15:28:05Z,619,1
4620,2018-09-10T00:26:50Z,2018-09-10T00:28:10Z,620,1
4621,2017-11-22T04:58:43Z,2017-11-22T04:59:17Z,621,1
4622,2017-11-28T03:14:17Z,2017-11-28T03:20:15Z,622,2
4623,2017-11-04T23:14:11Z,2017-11-04T23:21:55Z,623,1
4624,2018-03-09T04:00:09Z,2018-03-09T04:05:13Z,624,1
4625,2018-05-03T12:14:04Z,2018-05-03T12:17:47Z,625,1
4626,2018-04-19T15:54:26Z,2018-04-19T16:00:49Z,626,1
4627,2018-08-21T22:07:19Z,2018-08-21T22:13:22Z,627,1
4628,2017-12-05T20:56:44Z,2017-12-05T20:57:37Z,628,1
4629,2018-04-09T18:03:52Z,2018-04-09T18:05:37Z,629,1
4630,2017-11-30T03:00:39Z,2017-11-30T03:03:02Z,630,1
4631,2018-04-08T14:24:34Z,2018-04-08T14:31:21Z,631,1
4632,2018-10-20T00:55:46Z,2018-10-20T00:59:33Z,632,2
4633,2018-08-24T08:16:38Z,2018-08-24T08:17:25Z,633,1
4634,2018-06-08T08:37:50Z,2018-06-08T08:44:39Z,634,1
4635,2017-12-12T22:20:57Z,2017-12-12T22:24:23Z,635,1
4636,2018-05-05T08:51:06Z,2018-05-05T08:52:54Z,636,1
4637,2018-09-30T16:31:14Z,2018-09-30T16:37:56Z,637,1
4638,2018-01-01T05:27:45Z,2018-01-01T05:34:38Z,638,2
4639,2018-06-01T15:22:43Z,2018-06-01T15:28:29Z,639,1
4640,2018-03-06T02:15:40Z,2018-03-06T02:21:27Z,640,2
4641,2018-03-06T22:19:44Z,2018-03-06T22:22:05Z,641,1
4642,2018-01-04T06:01:48Z,2018-01-04T06:07:14Z,642,1
4643,2018-03-30T07:29:53Z,2018-03-30T07:33:04Z,643,1
4644,2018-03-29T16:51:04Z,2018-03-29T16:55:42Z,644,2
4645,2018-10-18T22:09:10Z,2018-10-18T22:16:42Z,645,1
4646,2018-10-11T03:28:29Z,2018-10-11T03:36:25Z,646,2
4647,2017-12-19T04:36:35Z,2017-12-19T04:38:19Z,647,1
4648,2018-09-04T21:26:45Z,2018-09-04T21:32:39Z,648,1
4649,2018-03-02T16:14:47Z,2018-03-02T16:19:46Z,649,1
4650,2018-01-13T16:57:08Z,2018-01-13T16:59:50Z,650,1
4651,2018-09-29T16:33:06Z,2018-09-29T16:35:32Z,651,1
4652,2018-05-02T03:35:33Z,2018-05-02T03:36:51Z,652,1
4653,2018-03-16T05:16:16Z,2018-03-16T05:19:06Z,653,1
4654,2018-01-26T08:14:02Z,2018-01-26T08:19:17Z,654,2
4655,2018-03-11T00:04:17Z,2018-03-11T00:09:32Z,655,1
4656,2018-05-23T11:32:54Z,2018-05-23T11:36:08Z,656,2
4657,2018-08-06T13:49:04Z,2018-08-06T13:51:24Z,657,1
4658,2018-05-18T11:10:29Z,2018-05-18T11:11:49Z,658,2
4659,2018-05-18T07:13:47Z,2018-05-18T07:18:29Z,659,1
4660,2017-11-09T02:55:18Z,2017-11-09T02:59:24Z,660,1
4661,2017-12-20T07:01:58Z,2017-12-20T07:09:42Z,661,1
4662,2018-09-11T18:26:54Z,2018-09-11T18:29:22Z,662,1
4663,2018-06-02T22:53:37Z,2018-06-02T22:58:10Z,663,1
4664,2018-09-23T14:52:57Z,2018-09-23T14:57:47Z,664,2
4665,2018-07-28T13:02:21Z,2018-07-28T13:09:16Z,665,1
4666,2017-12-14T23:43:53Z,2017-12-14T23:47:14Z,666,1
4667,2017-11-30T15:58:36Z,2017-11-30T16:02:40Z,667,1
4668,2018-07-05T03:22:22Z,2018-07-05T03:23:47Z,668,2
4669,2018-01-09T07:08:34Z,2018-01-09T07:13:30Z,669,1
4670,2018-01-01T09:20:58Z,2018-01-01T09:22:02Z,670,2
4671,2018-08-18T05:39:55Z,2018-08-18T05:47:01Z,671,1
4672,2018-03-02T12:08:27Z,2018-03-02T12:09:30Z,672,2
4673,2018-06-13T01:19:54Z,2018-06-13T01:22:07Z,673,1
4674,2017-12-15T19:53:43Z,2017-12-15T19:53:51Z,674,1
4675,2018-01-18T18:59:45Z,2018-01-18T19:00:32Z,675,1
4676,2017-12-04T11:30:56Z,2017-12-04T11:38:11Z,676,2
4677,2018-05-08T04:10:55Z,2018-05-08T04:17:24Z,677,1
4678,2018-06-21T20:05:40Z,2018-06-21T20:12:27Z,678,2
4679,2018-09-26T09:46:51Z,2018-09-26T09:49:51Z,679,1
4680,2018-04-27T05:11:30Z,2018-04-27T05:13:57Z,680,1
4681,2017-11-23T23:40:48Z,2017-11-23T23:45:06Z,681,1
4682,2018-06-13T01:24:58Z,2018-06-13T01:31:43Z,682,1
4683,2018-07-25T06:29:37Z,2018-07-25T06:34:52Z,683,1
4684,2018-01-11T02:34:31Z,2018-01-11T02:36:13Z,684,1
4685,2018-09-09T04:38:43Z,2018-09-09T04:41:47Z,685,1
4686,2018-08-18T10:10:28Z,2018-08-18T10:12:53Z,686,1
4687,2017-12-10T17:35:40Z,2017-12-10T17:37:31Z,687,1
4688,2017-12-14T02:26:06Z,2017-12-14T02:31:50Z,688,2
4689,2018-03-21T21:23:59Z,2018-03-21T21:26:03Z,689,1
4690,2018-07-07T23:12:07Z,2018-07-07T23:18:22Z,690,1
4691,2018-07-20T09:34:53Z,2018-07-20T09:40:44Z,691,1
4692,2018-01-22T00:03:36Z,2018-01-22T00:04:27Z,692,1
4693,2018-10-02T12:24:51Z,2018-10-02T12:29:44Z,693,1
4694,2017-12-29T20:29:53Z,2017-12-29T20:30:53Z,694,2
4695,2018-03-07T17:59:09Z,2018-03-07T18:01:21Z,695,1
4696,2018-08-14T22:15:31Z,2018-08-14T22:19:07Z,696,1
4697,2018-05-10T22:29:58Z,2018-05-10T22:32:16Z,697,1
4698,2018-05-20T10:41:43Z,2018-05-20T10:49:23Z,698,1
4699,2018-08-19T21:13:08Z,2018-08-19T21:21:03Z,699,1
4700,2017-12-31T17:34:10Z,2017-12-31T17:36:57Z,700,1
4701,2018-09-02T18:41:44Z,2018-09-02T18:45:17Z,701,1
4702,2018-05-24T09:11:36Z,2018-05-24T09:19:28Z,702,1
4703,2018-02-17T08:39:14Z,2018-02-17T08:43:04Z,703,1
4704,2018-10-09T00:43:56Z,2018-10-09T00:49:25Z,704,1
4705,2018-02-16T17:40:52Z,2018-02-16T17:46:27Z,705,1
4706,2018-05-07T08:53:35Z,2018-05-07T08:58:15Z,706,1
4707,2018-03-18T05:32:18Z,2018-03-18T05:39:54Z,707,1
4708,2018-07-31T06:15:40Z,2018-07-31T06:19:57Z,708,2
4709,2018-04-04T13:42:30Z,2018-04-04T13:43:00Z,709,1
4710,2018-06-17T11:55:14Z,2018-06-17T11:57:49Z,710,2
4711,2017-11-02T07:03:14Z,2017-11-02T07:06:42Z,711,1
4712,2017-11-12T02:10:53Z,2017-11-12T02:16:15Z,712,1
4713,2018-09-09T13:02:37Z,2018-09-09T13:07:19Z,713,1
4714,2018-09-20T23:46:38Z,2018-09-20T23:47:57Z,714,2
4715,2018-04-23T23:29:32Z,2018-04-23T23:30:57Z,715,1
4716,2018-01-24T08:20:12Z,2018-01-24T08:28:02Z,716,1
4717,2018-01-11T15:46:19Z,2018-01-11T15:48:34Z,717,1
4718,2017-11-21T03:59:09Z,2017-11-21T04:00:24Z,718,2
4719,2018-10-24T21:28:33Z,2018-10-24T21:31:07Z,719,1
4720,2018-07-08T12:58:12Z,2018-07-08T13:02:26Z,720,1
4721,2018-07-21T09:09:16Z,2018-07-21T09:12:29Z,721,1
4722,2018-07-23T21:13:18Z,2018-07-23T21:16:41Z,722,2
4723,2018-02-04T10:24:22Z,2018-02-04T10:32:18Z,723,1
4724,2017-12-23T12:26:06Z,2017-12-23T12:31:18Z,724,1
4725,2018-06-11T10:56:30Z,2018-06-11T11:00:30Z,725,1
4726,2018-06-09T16:44:43Z,2018-06-09T16:46:21Z,726,1
4727,2018-10-01T07:44:58Z,2018-10-01T07:51:02Z,727,1
4728,2018-08-06T03:24:49Z,2018-08-06T03:30:47Z,728,1
4729,2018-01-21T02:46:02Z,2018-01-21T02:46:27Z,729,1
4730,2018-03-23T10:36:07Z,2018-03-23T10:42:21Z,730,2
4731,2018-10-13T09:43:04Z,2018-10-13T09:47:14Z,731,1
4732,2018-06-26T12:01:01Z,2018-06-26T12:05:52Z,732,1
4733,2018-07-19T10:37:25Z,2018-07-19T10:37:27Z,733,1
4734,2018-07-11T11:34:35Z,2018-07-11T11:41:26Z,734,2
4735,2018-09-16T21:36:06Z,2018-09-16T21:38:52Z,735,1
4736,2017-11-26T20:57:05Z,2017-11-26T20:59:20Z,736,2
4737,2018-06-17T00:27:30Z,2018-06-17T00:29:05Z,737,1
4738,2018-07-21T19:06:37Z,2018-07-21T19:12:02Z,738,1
4739,2018-09-16T16:23:02Z,2018-09-16T16:24:01Z,739,1
4740,2018-03-13T08:58:15Z,2018-03-13T08:59:05Z,740,1
4741,2018-03-21T20:03:52Z,2018-03-21T20:10:10Z,741,1
4742,2018-03-13T23:59:04Z,2018-03-14T00:01:40Z,742,1
4743,2018-03-27T07:19:43Z,2018-03-27T07:22:54Z,743,1
4744,2017-11-03T22:08:29Z,2017-11-03T22:10:20Z,744,2
4745,2018-08-12T00:13:03Z,2018-08-12T00:14:07Z,745,1
4746,2018-04-28T15:59:42Z,2018-04-28T16:07:40Z,746,1
4747,2017-11-20T03:06:43Z,2017-11-20T03:08:22Z,747,1
4748,2018-09-08T03:43:45Z,2018-09-08T03:49:26Z,748,2
4749,2017-11-28T01:40:38Z,2017-11-28T01:41:50Z,749,1
4750,2017-12-06T21:26:25Z,2017-12-06T21:31:13Z,750,2
4751,2018-02-07T07:56:10Z,2018-02-07T08:02:44Z,751,1
4752,2018-08-16T18:05:48Z,2018-08-16T18:12:48Z,752,2
4753,2018-07-04T17:48:23Z,2018-07-04T17:54:39Z,753,1
4754,2018-09-07T15:01:12Z,2018-09-07T15:06:59Z,754,2
4755,2018-08-06T10:00:13Z,2018-08-06T10:03:52Z,755,1
4756,2017-10-31T18:57:56Z,2017-10-31T18:59:11Z,756,1
4757,2018-06-20T06:44:43Z,2018-06-20T06:45:27Z,757,1
4758,2017-12-13T20:10:33Z,2017-12-13T20:17:46Z,758,1
4759,2018-02-26T21:39:39Z,2018-02-26T21:45:49Z,759,1
4760,2018-05-19T05:17:24Z,2018-05-19T05:20:52Z,760,2
4761,2018-09-08T00:48:22Z,2018-09-08T00:52:09Z,761,1
4762,2017-12-18T23:07:55Z,2017-12-18T23:13:40Z,762,2
4763,2017-11-24T08:20:49Z,2017-11-24T08:23:40Z,763,1
4764,2018-01-20T12:03:25Z,2018-01-20T12:10:50Z,764,1
4765,2018-01-08T07:31:24Z,2018-01-08T07:37:48Z,765,1
4766,2018-04-10T11:18:08Z,2018-04-10T11:18:51Z,766,1
4767,2018-10-06T01:42:54Z,2018-10-06T01:49:01Z,767,1
4768,2017-11-14T14:52:38Z,2017-11-14T14:58:13Z,768,2
4769,2018-03-20T19:29:46Z,2018-03-20T19:32:28Z,769,1
4770,2017-12-07T00:39:55Z,2017-12-07T00:47:23Z,770,2
4771,2018-08-23T15:27:44Z,2018-08-23T15:35:14Z,771,1
4772,2017-12-02T22:27:18Z,2017-12-02T22:33:12Z,772,1
4773,2017-11-23T00:15:11Z,2017-11-23T00:18:59Z,773,1
4774,2018-10-24T11:00:36Z,2018-10-24T11:01:48Z,774,1
4775,2018-07-03T19:51:42Z,2018-07-03T19:59:00Z,775,1
4776,2018-04-27T17:52:53Z,2018-04-27T17:55:35Z,776,2
4777,2017-11-17T11:29:38Z,2017-11-17T11:37:24Z,777,1
4778,2017-12-04T02:51:55Z,2017-12-04T02:59:02Z,778,1
4779,2017-11-02T01:40:13Z,2017-11-02T01:41:07Z,779,1
4780,2018-09-05T12:42:05Z,2018-09-05T12:44:03Z,780,1
4781,2018-06-07T23:23:52Z,2018-06-07T23:28:18Z,781,1
4782,2018-07-07T23:54:13Z,2018-07-07T23:57:33Z,782,2
4783,2018-10-22T17:11:54Z,2018-10-22T17:18:17Z,783,1
4784,2018-06-07T05:00:39Z,2018-06-07T05:02:39Z,784,2
4785,2018-01-02T05:13:50Z,2018-01-02T05:17:09Z,785,1
4786,2018-09-09T09:10:16Z,2018-09-09T09:16:05Z,786,2
4787,2018-03-24T12:24:32Z,2018-03-24T12:28:45Z,787,1
4788,2018-08-05T05:21:53Z,2018-08-05T05:21:56Z,788,1
4789,2018-06-28T12:41:50Z,2018-06-28T12:43:35Z,789,1
4790,2017-11-15T18:56:48Z,2017-11-15T19:04:43Z,790,1
4791,2017-12-01T06:29:29Z,2017-12-01T06:34:02Z,791,1
4792,2018-06-25T03:31:02Z,2018-06-25T03:35:25Z,792,2
4793,2018-07-09T20:16:48Z,2018-07-09T20:20:50Z,793,1
4794,2017-11-30T21:22:54Z,2017-11-30T21:24:48Z,794,1
4795,2017-10-30T00:20:54Z,2017-10-30T00:25:15Z,795,1
4796,2017-12-23T14:54:28Z,2017-12-23T14:58:56Z,796,2
4797,2018-06-01T06:38:16Z,2018-06-01T06:43:18Z,797,1
4798,2018-05-28T01:17:36Z,2018-05-28T01:20:48Z,798,1
4799,2017-11-20T07:33:10Z,2017-11-20T07:36:19Z,799,1
4800,2018-01-05T07:04:12Z,2018-01-05T07:12:00Z,800,1
4801,2018-05-20T03:57:34Z,2018-05-20T04:05:32Z,801,1
4802,2018-03-21T04:25:47Z,2018-03-21T04:29:48Z,802,2
4803,2018-03-18T07:18:38Z,2018-03-18T07:22:08Z,803,1
4804,2018-06-20T10:06:02Z,2018-06-20T10:08:47Z,804,2
4805,2018-04-08T19:28:02Z,2018-04-08T19:35:36Z,805,1
4806,2018-01-29T02:42:03Z,2018-01-29T02:42:16Z,806,1
4807,2018-09-14T08:09:34Z,2018-09-14T08:11:29Z,807,1
4808,2018-10-07T18:54:13Z,2018-10-07T18:54:14Z,808,2
4809,2018-07-23T06:16:59Z,2018-07-23T06:21:46Z,809,1
4810,2018-08-19T20:29:35Z,2018-08-19T20:32:35Z,810,2
4811,2018-10-26T02:19:50Z,2018-10-26T02:23:52Z,811,1
4812,2018-07-24T06:05:28Z,2018-07-24T06:12:51Z,812,1
4813,2018-02-19T02:34:08Z,2018-02-19T02:35:50Z,813,1
4814,2018-08-24T23:59:23Z,2018-08-24T23:59:43Z,814,1
4815,2018-02-13T02:56:38Z,2018-02-13T03:02:46Z,815,1
4816,2018-03-23T03:18:00Z,2018-03-23T03:25:50Z,816,2
4817,2018-04-12T20:15:49Z,2018-04-12T20:20:33Z,817,1
4818,2018-08-03T07:04:21Z,2018-08-03T07:12:09Z,818,1
4819,2018-02-23T16:32:43Z,2018-02-23T16:34:52Z,819,1
4820,2018-07-04T08:49:00Z,2018-07-04T08:51:20Z,820,1
4821,2018-10-17T23:37:24Z,2018-10-17T23:41:27Z,821,1
4822,2017-11-02T11:57:27Z,2017-11-02T11:59:47Z,822,2
4823,2018-02-23T18:03:00Z,2018-02-23T18:06:58Z,823,1
4824,2018-05-19T22:01:10Z,2018-05-19T22:03:13Z,824,2
4825,2018-09-13T04:26:51Z,2018-09-13T04:28:11Z,825,1
4826,2018-10-15T06:00:46Z,2018-10-15T06:03:10Z,826,1
4827,2018-01-01T00:40:18Z,2018-01-01T00:40:23Z,827,1
4828,2018-05-08T16:05:30Z,2018-05-08T16:05:43Z,828,1
4829,2018-04-20T02:25:58Z,2018-04-20T02:32:06Z,829,1
4830,2017-12-12T03:04:03Z,2017-12-12T03:08:08Z,830,1
4831,2018-02-05T15:21:31Z,2018-02-05T15:26:02Z,831,1
4832,2018-09-20T18:12:25Z,2018-09-20T18:12:50Z,832,2
4833,2018-05-28T10:11:10Z,2018-05-28T10:13:11Z,833,1
4834,2018-02-18T22:29:16Z,2018-02-18T22:32:34Z,834,1
4835,2018-10-14T18:52:50Z,2018-10-14T18:59:25Z,835,1
4836,2018-01-09T05:46:34Z,2018-01-09T05:52:57Z,836,1
4837,2018-07-16T04:06:00Z,2018-07-16T04:07:36Z,837,1
4838,2017-11-14T10:43:29Z,2017-11-14T10:49:35Z,838,1
4839,2018-09-06T14:39:51Z,2018-09-06T14:41:47Z,839,1
4840,2018-09-29T10:42:24Z,2018-09-29T10:49:54Z,840,2
4841,2018-10-09T01:24:04Z,2018-10-09T01:30:01Z,841,1
4842,2018-04-06T22:44:45Z,2018-04-06T22:46:37Z,842,2
4843,2018-04-23T02:46:54Z,2018-04-23T02:54:10Z,843,1
4844,2018-06-15T13:38:09Z,2018-06-15T13:44:16Z,844,2
4845,2017-11-11T06:43:18Z,2017-11-11T06:50:33Z,845,1
4846,2018-07-08T09:40:28Z,2018-07-08T09:42:48Z,846,1
4847,2018-10-05T09:16:25Z,2018-10-05T09:23:12Z,847,1
4848,2017-12-30T01:23:11Z,2017-12-30T01:24:14Z,848,1
4849,2018-02-16T09:17:49Z,2018-02-16T09:21:35Z,849,1
4850,2018-08-09T01:30:02Z,2018-08-09T01:31:02Z,850,1
4851,2018-02-15T20:57:35Z,2018-02-15T21:01:31Z,851,1
4852,2018-05-07T11:10:08Z,2018-05-07T11:12:39Z,852,1
4853,2018-01-26T13:04:18Z,2018-01-26T13:05:04Z,853,1
4854,2018-09-16T18:13:49Z,2018-09-16T18:17:20Z,854,1
4855,2018-02-19T01:13:35Z,2018-02-19T01:16:13Z,855,1
4856,2018-07-19T18:35:16Z,2018-07-19T18:41:54Z,856,1
4857,2018-06-03T01:29:59Z,2018-06-03T01:37:29Z,857,1
4858,2018-07-06T09:03:35Z,2018-07-06T09:06:10Z,858,2
4859,2018-07-17T14:38:40Z,2018-07-17T14:46:03Z,859,1
4860,2018-10-25T09:05:50Z,2018-10-25T09:08:13Z,860,2
4861,2018-06-03T13:37:33Z,2018-06-03T13:41:03Z,861,1
4862,2018-01-15T19:08:49Z,2018-01-15T19:09:42Z,862,1
4863,2018-03-27T19:00:01Z,2018-03-27T19:07:15Z,863,1
4864,2017-11-19T02:10:53Z,2017-11-19T02:17:54Z,864,2
4865,2018-05-05T12:13:57Z,2018-05-05T12:16:48Z,865,1
4866,2017-11-03T15:14:41Z,2017-11-03T15:22:32Z,866,1
4867,2018-10-19T10:04:12Z,2018-10-19T10:10:53Z,867,1
4868,2018-04-29T12:23:37Z,2018-04-29T12:26:12Z,868,1
4869,2017-12-13T03:35:23Z,2017-12-13T03:38:56Z,869,1
4870,2018-09-25T05:19:20Z,2018-09-25T05:20:06Z,870,1
4871,2018-03-26T08:54:27Z,2018-03-26T08:56:58Z,871,1
4872,2018-02-18T21:09:06Z,2018-02-18T21:10:46Z,872,2
4873,2018-07-18T20:56:40Z,2018-07-18T20:59:28Z,873,1
4874,2018-05-13T00:50:02Z,2018-05-13T00:57:20Z,874,2
4875,2018-08-10T09:59:30Z,2018-08-10T10:04:27Z,875,1
4876,2018-07-26T22:22:39Z,2018-07-26T22:23:38Z,876,2
4877,2018-04-03T20:16:15Z,2018-04-03T20:21:33Z,877,1
4878,2018-02-08T19:44:46Z,2018-02-08T19:45:32Z,878,2
4879,2018-01-20T03:45:35Z,2018-01-20T03:52:56Z,879,1
4880,2018-04-28T04:08:04Z,2018-04-28T04:13:49Z,880,1
4881,2018-08-02T00:43:06Z,2018-08-02T00:50:56Z,881,1
4882,2018-02-27T17:38:06Z,2018-02-27T17:39:30Z,882,2
4883,2017-11-14T19:35:33Z,2017-11-14T19:37:13Z,883,1
4884,2017-10-29T13:56:21Z,2017-10-29T13:56:58Z,884,2
4885,2018-08-16T08:30:00Z,2018-08-16T08:30:15Z,885,1
4886,2018-03-30T04:32:16Z,2018-03-30T04:38:15Z,886,1
4887,2018-04-04T01:47:54Z,2018-04-04T01:48:17Z,887,1
4888,2018-04-17T02:02:30Z,2018-04-17T02:02:45Z,888,1
4889,2018-05-24T00:39:40Z,2018-05-24T00:40:58Z,889,1
4890,2018-06-23T06:30:58Z,2018-06-23T06:33:28Z,890,1
4891,2017-12-12T02:06:11Z,2017-12-12T02:06:56Z,891,1
4892,2018-10-22T18:32:02Z,2018-10-22T18:38:12Z,892,1
4893,2018-05-06T08:50:39Z,2018-05-06T08:51:49Z,893,1
4894,2018-03-11T14:06:18Z,2018-03-11T14:06:56Z,894,1
4895,2018-02-09T21:04:36Z,2018-02-09T21:09:03Z,895,1
4896,2018-02-15T21:48:50Z,2018-02-15T21:56:21Z,896,1
4897,2017-12-10T19:14:54Z,2017-12-10T19:22:05Z,897,1
4898,2018-10-14T23:58:41Z,2018-10-15T00:04:50Z,898,2
4899,2018-06-21T00:46:21Z,2018-06-21T00:48:21Z,899,1
4900,2018-10-14T21:14:28Z,2018-10-14T21:16:42Z,900,2
4901,2018-03-28T23:15:49Z,2018-03-28T23:20:24Z,901,1
4902,2018-05-13T09:53:32Z,2018-05-13T09:58:12Z,902,2
4903,2018-07-06T16:45:12Z,2018-07-06T16:46:41Z,903,1
4904,2017-11-12T04:46:08Z,2017-11-12T04:52:04Z,904,1
4905,2018-10-04T22:07:02Z,2018-10-04T22:11:19Z,905,1
4906,2018-08-03T00:52:07Z,2018-08-03T00:57:53Z,906,2
4907,2018-10-09T04:04:56Z,2018-10-09T04:10:27Z,907,1
4908,2018-07-16T02:45:45Z,2018-07-16T02:49:24Z,908,2
4909,2018-03-13T09:37:20Z,2018-03-13T09:41:51Z,909,1
4910,2018-07-03T09:02:24Z,2018-07-03T09:10:00Z,910,1
4911,2018-03-06T08:58:10Z,2018-03-06T09:05:54Z,911,1
4912,2018-08-21T19:41:23Z,2018-08-21T19:44:22Z,912,1
4913,2018-03-26T15:21:49Z,2018-03-26T15:24:32Z,913,1
4914,2017-11-09T18:29:31Z,2017-11-09T18:35:56Z,914,2
4915,2018-03-24T06:12:02Z,2018-03-24T06:13:43Z,915,1
4916,2017-12-27T01:45:58Z,2017-12-27T01:49:29Z,916,2
4917,2018-08-09T02:25:21Z,2018-08-09T02:30:52Z,917,1
4918,2018-09-16T14:38:48Z,2018-09-16T14:45:58Z,918,1
4919,2017-11-08T15:26:48Z,2017-11-08T15:31:57Z,919,1
4920,2018-07-11T09:52:02Z,2018-07-11T09:58:35Z,920,1
4921,2018-02-24T21:12:40Z,2018-02-24T21:13:53Z,921,1
4922,2018-04-16T08:30:31Z,2018-04-16T08:36:10Z,922,1
4923,2018-01-15T08:18:19Z,2018-01-15T08:22:49Z,923,1
4924,2017-11-17T14:20:20Z,2017-11-17T14:27:36Z,924,2
4925,2018-08-30T04:12:39Z,2018-08-30T04:14:40Z,925,1
4926,2018-10-06T02:21:02Z,2018-10-06T02:24:45Z,926,2
4927,2017-11-02T12:34:47Z,2017-11-02T12:37:57Z,927,1
4928,2018-10-17T23:00:17Z,2018-10-17T23:07:42Z,928,1
4929,2017-10-29T00:20:39Z,2017-10-29T00:27:53Z,929,1
4930,2018-06-15T14:49:41Z,2018-06-15T14:56:39Z,930,2
4931,2018-02-18T07:05:11Z,2018-02-18T07:13:04Z,931,1
4932,2017-12-09T22:19:22Z,2017-12-09T22:23:41Z,932,2
4933,2017-11-19T16:50:42Z,2017-11-19T16:57:30Z,933,1
4934,2018-09-01T23:04:41Z,2018-09-01T23:07:21Z,934,2
4935,2017-11-27T02:29:45Z,2017-11-27T02:35:27Z,935,1
4936,2018-10-12T22:46:10Z,2018-10-12T22:47:52Z,936,2
4937,2018-05-06T00:35:21Z,2018-05-06T00:36:41Z,937,1
4938,2018-03-04T20:41:31Z,2018-03-04T20:44:03Z,938,2
4939,2018-05-14T02:14:24Z,2018-05-14T02:18:22Z,939,1
4940,2018-10-22T12:57:49Z,2018-10-22T13:00:46Z,940,1
4941,2018-09-18T23:05:53Z,2018-09-18T23:13:12Z,941,1
4942,2018-01-27T08:56:36Z,2018-01-27T08:57:53Z,942,2
4943,2018-10-09T09:40:18Z,2018-10-09T09:44:47Z,943,1
4944,2018-10-16T02:24:57Z,2018-10-16T02:30:11Z,944,2
4945,2018-04-24T20:54:23Z,2018-04-24T20:58:39Z,945,1
4946,2018-05-02T16:13:53Z,2018-05-02T16:14:33Z,946,2
4947,2018-06-20T04:43:18Z,2018-06-20T04:45:08Z,947,1
4948,2018-10-20T08:46:46Z,2018-10-20T08:48:46Z,948,2
